DATE,Block,Plot,Rotation,Quadrat,Reading,W460,W510,W560,W610,W660,W710,W760,W810,
 8/10/2018,2,23,S2,2307,23074,2.26,2.63,4.43,2.79,2.34,8.85,35.32,40.31,
 8/10/2018,2,23,S2,2308,23083,2.5,2.94,4.9,3.47,2.94,8.87,29.31,32.36,
 8/10/2018,2,23,S2,2308,23084,2.34,2.73,4.54,2.95,2.53,9.14,35.52,38.86,
 8/10/2018,2,23,S2,2309,23093,2.52,3.07,5.53,3.44,2.72,10.29,41.08,45.74,
 8/10/2018,2,23,S2,2309,23094,2.28,2.73,4.76,3.04,2.45,9.6,39.34,44.57,
 8/10/2018,2,23,S2,2310,23103,2.39,2.86,4.85,3.13,2.58,10.32,46.16,52.91,
 8/10/2018,2,23,S2,2310,23104,2.55,3.01,4.99,3.28,2.79,10.57,44.67,50.76,
 8/10/2018,1,19,S3,1911,19113,2.37,2.8,4.61,3.25,2.95,8.68,30.18,32.73,
 8/10/2018,1,19,S3,1911,19114,2.26,2.66,4.48,2.88,2.45,9.38,36.99,41.24,
 8/10/2018,1,19,S3,1912,19123,2.36,2.68,4.41,3.01,2.59,7.85,27.19,30.32,
 8/10/2018,1,19,S3,1912,19124,2.45,2.81,4.45,3.06,2.75,8.68,29.97,32.83,
 8/10/2018,1,19,S3,1913,19133,2.46,2.87,4.72,3.14,2.65,9.33,35.34,38.84,
 8/10/2018,1,19,S3,1913,19134,2.44,2.76,4.32,3,2.71,8.19,27.83,30.64,
 8/10/2018,1,19,S3,1914,19143,3.6,4.23,6.95,5.37,4.52,10.81,28.21,30.26,
 8/10/2018,1,19,S3,1914,19144,3.33,3.85,5.89,4.18,3.94,10.8,33.85,36.92,
 8/10/2018,1,19,S3,1915,19153,3.96,4.71,7.4,5.71,4.86,11.57,30.36,32.07,
 8/10/2018,1,19,S3,1915,19154,3.08,3.56,5.39,4.01,3.65,9.61,28.21,29.82,
 8/10/2018,1,19,S3,1916,19163,2.5,3.02,5.18,3.19,2.66,9.49,36.81,39.99,
 8/10/2018,1,19,S3,1916,19164,2.35,2.74,4.58,3.04,2.62,8.75,31.45,35.05,
 8/10/2018,1,19,S3,1917,19173,2.52,3.3,6.08,3.85,2.83,10.19,36.78,40.32,
 8/10/2018,1,19,S3,1917,19174,2.38,3.03,5.43,3.57,2.68,9.96,36.24,39.86,
 8/10/2018,1,19,S3,1918,19183,2.35,2.95,5.21,3.41,2.77,9.98,37.19,40.26,
 8/10/2018,1,19,S3,1918,19184,2.58,3.24,5.83,3.8,2.87,10.73,39.93,44.66,
 8/10/2018,1,19,S3,1919,19193,2.72,3.55,6.18,4.27,3.24,10.44,33.86,36.75,
 8/10/2018,1,19,S3,1919,19194,2.73,3.27,5.45,3.72,2.87,9.53,32.34,34.55,
 8/10/2018,1,19,S3,1920,19203,2.34,2.86,5,3.22,2.58,9.83,38.54,42.94,
 8/10/2018,1,19,S3,1920,19204,2.28,2.77,4.77,3.22,2.6,9.15,33.85,37.76,
 8/10/2018,1,14,S2,1420,14204,2.25,2.67,4.44,2.97,2.42,9.18,35.29,38.99,
 8/10/2018,1,14,S2,1420,14203,2.16,2.59,4.39,2.92,2.4,8.86,33.24,35.97,
 8/10/2018,1,14,S2,1419,14194,2.18,2.57,4.27,2.9,2.4,8.9,33.68,36.43,
 8/10/2018,1,14,S2,1419,14193,2.35,2.72,4.34,3.04,2.67,8.51,28.8,30.66,
 8/10/2018,1,14,S2,1418,14184,2.26,2.59,4.25,2.84,2.46,8.52,31.36,33.74,
 8/10/2018,1,14,S2,1418,14183,2.21,2.6,4.29,2.88,2.49,8.58,31.7,34.61,
 8/10/2018,1,14,S2,1417,14174,2.27,2.69,4.42,2.93,2.43,9.21,37.24,41.23,
 8/10/2018,1,14,S2,1417,14173,2.38,2.82,4.61,3.12,2.61,9.9,39.28,43.78,
 8/10/2018,1,14,S2,1416,14164,2.31,2.73,4.51,3.03,2.53,9.18,34.85,38.31,
 8/10/2018,1,14,S2,1416,14163,2.26,2.7,4.48,3.03,2.59,9.19,34.72,38.32,
 8/10/2018,1,14,S2,1415,14154,2.16,2.58,4.25,2.76,2.28,8.86,35.15,38.19,
 8/10/2018,1,14,S2,1415,14153,2.36,2.8,4.68,3.07,2.59,9.77,38.22,42.37,
 8/10/2018,1,14,S2,1414,14144,2.2,2.61,4.41,2.84,2.3,9.13,36.05,39.18,
 8/10/2018,1,14,S2,1414,14143,2.35,2.81,4.7,3.11,2.54,10.09,39.59,43.49,
 8/10/2018,1,14,S2,1413,14134,2.33,2.74,4.57,2.99,2.44,9.33,37.33,40.95,
 8/10/2018,1,14,S2,1413,14133,2.49,2.93,4.86,3.22,2.69,10.26,40.68,45.17,
 8/10/2018,1,14,S2,1412,14124,2.4,2.84,4.8,3.1,2.52,10.3,42.39,47.25,
 8/10/2018,1,14,S2,1412,14123,2.44,2.9,4.85,3.17,2.64,10.54,43.74,49.17,
 8/10/2018,1,14,S2,1411,14114,2.4,2.85,4.8,3.08,2.48,10.08,43.5,48.29,
 8/10/2018,1,14,S2,1411,14113,2.3,2.71,4.6,2.95,2.47,10.03,41.52,45.89,
 8/10/2018,1,11,S4,1110,11104,2.54,3.07,5.11,3.59,3.2,9.94,35.81,39.34,
 8/10/2018,1,11,S4,1110,11103,2.6,3.12,5.15,3.43,2.84,9.3,35.15,37.87,
 8/10/2018,1,11,S4,1109,11094,2.63,3.1,4.9,3.41,3.06,9.68,32.48,35.24,
 8/10/2018,1,11,S4,1109,11093,3.41,3.84,5.29,4.8,4.51,9.04,23.88,26.37,
 8/10/2018,1,11,S4,1108,11084,2.44,2.82,4.72,2.98,2.52,9.68,38.75,42.53,
 8/10/2018,1,11,S4,1108,11083,2.41,2.83,4.73,3.03,2.48,9.9,41.27,45.87,
 8/10/2018,1,11,S4,1107,11074,2.49,2.9,4.9,3.14,2.59,10.49,43.11,47.58,
 8/10/2018,1,11,S4,1107,11073,2.23,2.67,4.71,2.97,2.32,10.01,40.06,43.81,
 8/10/2018,1,11,S4,1106,11064,2.43,2.93,5.08,3.2,2.59,11.04,48.09,54.58,
 8/10/2018,1,11,S4,1106,11063,2.45,2.92,4.98,3.13,2.56,10.53,45.95,51.59,
 8/10/2018,1,11,S4,1105,11054,4.72,5.09,6.42,6.96,6.84,9.53,21.58,23.21,
 8/10/2018,1,11,S4,1105,11053,2.62,3.01,4.86,3.4,2.79,9.69,35.83,39.12,
 8/10/2018,1,11,S4,1104,11044,4.02,4.73,6.55,5.12,5.03,12.48,37.84,41.49,
 8/10/2018,1,11,S4,1104,11043,4.94,5.37,6.45,7.67,7.62,9.83,19.39,21.48,
 8/10/2018,1,11,S4,1103,11034,2.11,2.44,4.19,2.7,2.25,8.94,36.04,39.61,
 8/10/2018,1,11,S4,1103,11033,2.35,2.79,4.65,3.05,2.5,9.82,40.34,44.83,
 8/10/2018,1,11,S4,1102,11024,2.26,2.67,4.55,3.09,2.44,8.82,32.77,36.39,
 8/10/2018,1,11,S4,1102,11023,2.3,2.72,4.72,3.04,2.42,9.95,38.9,42.74,
 8/10/2018,1,11,S4,1101,11014,2.91,3.4,5.51,4.19,3.54,9.63,28.65,30.85,
 8/10/2018,1,11,S4,1101,11013,2.63,3.09,5.03,3.62,3.03,9.73,32.99,36.31,
 8/10/2018,3,32,S4,3220,32204,2.27,2.75,4.86,3.08,2.43,9.52,36.88,40.51,
 8/10/2018,3,32,S4,3220,32203,2.36,2.82,4.92,3.18,2.57,10.1,40.06,44.61,
 8/10/2018,3,32,S4,3219,32194,2.42,2.93,5.08,3.33,2.78,10.81,44.16,48.97,
 8/10/2018,3,32,S4,3219,32193,2.28,2.74,4.81,3.09,2.5,10,40.58,45.36,
 8/10/2018,3,32,S4,3218,32184,2.22,2.66,4.61,3,2.41,9.2,33.57,36.17,
 8/10/2018,3,32,S4,3218,32183,2.24,2.63,4.43,2.94,2.52,8.73,31.07,32.8,
 8/10/2018,3,32,S4,3217,32174,2.35,2.85,4.95,3.12,2.52,9.37,35.68,38.86,
 8/10/2018,3,32,S4,3217,32173,2.16,2.62,4.6,2.97,2.32,9.44,37,40.39,
 8/10/2018,3,32,S4,3216,32164,2.29,2.74,4.67,2.94,2.42,9.52,39.09,43.23,
 8/10/2018,3,32,S4,3216,32163,2.08,2.44,4.16,2.67,2.26,8.73,35.08,39.15,
 8/10/2018,3,32,S4,3215,32154,2.29,2.76,4.89,3.06,2.41,10.17,41.28,45.8,
 8/10/2018,3,32,S4,3215,32153,2.28,2.73,4.75,2.97,2.4,10.02,41.64,46.59,
 8/10/2018,3,32,S4,3214,32144,2.23,2.68,4.78,3.04,2.43,9.5,36.04,39.66,
 8/10/2018,3,32,S4,3214,32143,2.47,2.9,4.98,3.18,2.61,10.06,39.32,42.96,
 8/10/2018,3,32,S4,3213,32134,2.25,2.77,5.05,3.04,2.38,10.74,47.36,53.36,
 8/10/2018,3,32,S4,3213,32133,2.22,2.66,4.8,2.94,2.41,10.28,44.91,50.44,
 8/10/2018,3,32,S4,3212,32124,2.38,2.86,5.13,3.09,2.4,10.64,45.39,50.37,
 8/10/2018,3,32,S4,3212,32123,2.14,2.53,4.4,2.73,2.25,9.41,39.7,44.22,
 8/10/2018,3,32,S4,3211,32114,2.4,2.84,4.88,3.07,2.46,9.98,41.43,45.85,
 8/10/2018,3,32,S4,3211,32113,2.38,2.81,4.74,3.03,2.55,9.68,37.65,40.66,
 8/10/2018,3,35,S2,3511,35113,3.03,3.58,5.61,4.7,3.92,8.87,25.15,26.77,
 8/10/2018,3,35,S2,3511,35114,2.81,3.4,5.6,3.88,3.29,9.45,29.46,32.47,
 8/10/2018,3,35,S2,3512,35123,3.16,4.02,7.5,4.76,3.36,13.13,49.45,53.66,
 8/10/2018,3,35,S2,3512,35124,2.2,2.63,4.48,2.95,2.47,8.51,31.73,36.13,
 8/10/2018,3,35,S2,3513,35133,2.21,2.68,4.7,3.01,2.44,9.84,38.68,42.43,
 8/10/2018,3,35,S2,3513,35134,2.22,2.64,4.51,2.94,2.47,9.45,35.62,38.35,
 8/10/2018,3,35,S2,3514,35143,2.3,2.72,4.46,3.01,2.57,8.82,32.29,35.41,
 8/10/2018,3,35,S2,3514,35144,2.3,2.67,4.36,2.96,2.67,8.65,30.99,33.38,
 8/10/2018,3,35,S2,3515,35153,2.42,2.93,5.09,3.29,2.65,10.02,38.8,42.64,
 8/10/2018,3,35,S2,3515,35154,2.44,2.91,4.89,3.19,2.67,9.86,38.47,42.29,
 8/10/2018,3,35,S2,3516,35163,2.34,2.87,5.01,3.23,2.66,10.34,40.36,44.93,
 8/10/2018,3,35,S2,3516,35164,2.45,2.85,4.74,3.19,2.77,9.55,34.9,38.4,
 8/10/2018,3,35,S2,3517,35173,2.38,2.83,4.77,3.38,2.82,8.84,29.06,31.14,
 8/10/2018,3,35,S2,3517,35174,2.63,3.11,5.03,3.51,2.97,9.81,32.77,34.98,
 8/10/2018,3,35,S2,3518,35183,2.43,2.97,5.1,3.42,2.8,9.98,36.15,39.36,
 8/10/2018,3,35,S2,3518,35184,2.25,2.74,4.72,3.09,2.63,10.19,41,45.52,
 8/10/2018,3,35,S2,3519,35193,2.18,2.53,4.26,2.85,2.48,8.57,31.07,33.35,
 8/10/2018,3,35,S2,3519,35194,2.42,2.83,4.66,3.14,2.7,9.77,37.04,40.76,
 8/10/2018,3,35,S2,3520,35203,2.15,2.62,4.5,2.98,2.45,9.01,34.42,37.2,
 8/10/2018,3,35,S2,3520,35204,2.28,2.74,4.62,3.13,2.61,9.64,37.07,40.84,
 8/10/2018,3,38,S3,3801,38013,2.4,2.83,4.71,3.24,2.72,9.91,38.49,43.15,
 8/10/2018,3,38,S3,3801,38014,2.49,2.9,4.7,3.19,2.69,9.67,38.4,42.39,
 8/10/2018,3,38,S3,3802,38023,2.94,3.34,5.25,4.08,3.61,9.95,32.23,34.9,
 8/10/2018,3,38,S3,3802,38024,2.45,2.87,4.76,3.15,2.66,9.63,36.34,40.38,
 8/10/2018,3,38,S3,3803,38033,2.34,2.76,4.73,3.1,2.55,10.1,40.13,44.39,
 8/10/2018,3,38,S3,3803,38034,2.35,2.74,4.48,2.99,2.52,9.15,35.61,39.03,
 8/10/2018,3,38,S3,3804,38043,2.25,2.64,4.4,2.92,2.48,8.73,32.35,34.38,
 8/10/2018,3,38,S3,3804,38044,2.39,2.84,4.81,3.12,2.59,10.15,40.71,44.59,
 8/10/2018,3,38,S3,3805,38053,2.52,2.96,4.75,3.36,2.93,9.47,32.88,35.51,
 8/10/2018,3,38,S3,3805,38054,2.46,2.83,4.51,3.33,2.91,8.67,28.77,30.59,
 8/10/2018,3,38,S3,3806,38063,2.81,3.26,4.93,3.85,3.54,9.53,28.55,30.61,
 8/10/2018,3,38,S3,3806,38064,2.38,2.71,4.26,3.24,2.9,8.02,25.95,27.7,
 8/10/2018,3,38,S3,3807,38073,3.09,3.67,5.69,4.78,4.19,9.44,26.23,28.46,
 8/10/2018,3,38,S3,3807,38074,2.9,3.33,5.11,4.06,3.66,9.41,28.77,31.68,
 8/10/2018,3,38,S3,3808,38083,2.76,3.31,5.6,3.77,3.06,10.83,38.58,42.21,
 8/10/2018,3,38,S3,3808,38084,2.47,2.89,4.84,3.33,2.73,9.33,32.94,36.09,
 8/10/2018,3,38,S3,3809,38093,2.4,2.84,4.84,3.17,2.61,10.41,42.27,47.61,
 8/10/2018,3,38,S3,3809,38094,2.37,2.77,4.49,3.08,2.73,8.92,34.34,38.19,
 8/10/2018,3,38,S3,3810,38103,2.42,2.81,4.75,3.02,2.6,10.32,43.7,48.31,
 8/10/2018,3,38,S3,3810,38104,2.26,2.67,4.59,2.92,2.41,9.94,42.8,47.54,
 8/10/2018,4,45,S2,4511,45113,2.43,2.93,4.71,3.62,3.21,9.24,30.85,33.86,
 8/10/2018,4,45,S2,4511,45114,2.48,3.01,4.85,3.75,3.48,9.68,30.74,33.32,
 8/10/2018,4,45,S2,4512,45123,3.35,4.17,6.07,5.65,5.43,10.5,25.42,27.4,
 8/10/2018,4,45,S2,4512,45124,2.93,3.53,5.29,4.48,4.26,9.99,27.85,30.35,
 8/10/2018,4,45,S2,4513,45133,3.3,3.99,5.63,5.74,5.58,9.33,22.1,23.35,
 8/10/2018,4,45,S2,4513,45134,2.74,3.36,5.34,3.95,3.52,10.78,35.71,38.62,
 8/10/2018,4,45,S2,4514,45143,2.44,2.85,4.62,3.47,3.12,9.04,29.53,32.34,
 8/10/2018,4,45,S2,4514,45144,2.34,2.78,4.63,3.22,2.86,9.43,33.17,36.02,
 8/10/2018,4,45,S2,4515,45153,2.32,2.79,4.8,3.24,2.77,9.66,35.06,38.71,
 8/10/2018,4,45,S2,4515,45154,2.35,2.79,4.62,3.19,2.78,9.5,34.95,38.79,
 8/10/2018,4,45,S2,4516,45163,2.8,3.27,4.96,4.17,3.84,9.17,27.29,29.8,
 8/10/2018,4,45,S2,4516,45164,2.71,3.2,5.09,3.71,3.44,10.5,35.27,39.51,
 8/10/2018,4,45,S2,4517,45173,2.33,2.79,4.63,3.4,2.96,9.06,30.63,33.5,
 8/10/2018,4,45,S2,4517,45174,2.46,2.93,4.74,3.37,3.05,9.78,35.39,39.11,
 8/10/2018,4,45,S2,4518,45183,2.96,3.45,5.4,4.41,3.99,10.02,29.6,31.49,
 8/10/2018,4,45,S2,4518,45184,2.67,3.2,5.1,3.71,3.3,10.31,35.45,38.93,
 8/10/2018,4,45,S2,4519,45193,2.36,2.83,4.91,3.25,2.72,10.3,39.57,43.74,
 8/10/2018,4,45,S2,4519,45194,2.41,2.85,4.85,3.2,2.71,10.29,39.22,43.25,
 8/10/2018,4,45,S2,4520,45203,2.55,3.21,5.51,3.86,3.1,10.91,39.5,43.95,
 8/10/2018,4,45,S2,4520,45204,2.64,3.04,4.84,3.73,3.42,9,27.93,29.99,
 8/10/2018,4,48,S3,4820,48204,3.39,4.44,7.12,6.15,5.72,12.16,28.22,30.21,
 8/10/2018,4,48,S3,4820,48203,3.03,3.82,6.45,5.1,4.47,11.29,29.35,30.85,
 8/10/2018,4,48,S3,4819,48194,3.05,3.83,6.35,4.95,4.42,11.27,30.93,33.5,
 8/10/2018,4,48,S3,4819,48193,3.09,3.75,6.22,4.78,4.28,10.91,29.76,31.34,
 8/10/2018,4,48,S3,4818,48184,4.14,4.86,7.09,6.08,5.62,11.66,26.47,28.49,
 8/10/2018,4,48,S3,4818,48183,3.34,3.86,5.87,4.76,4.37,9.86,24.65,26.23,
 8/10/2018,4,48,S3,4817,48174,3.61,4.12,5.95,5.22,4.93,9.62,21.78,23.2,
 8/10/2018,4,48,S3,4817,48173,3.34,3.77,5.56,4.55,4.26,9.36,24.05,25.76,
 8/10/2018,4,48,S3,4816,48164,4.12,4.74,6.74,5.92,5.58,10.76,22.62,24.05,
 8/10/2018,4,48,S3,4816,48163,4.97,5.44,7.11,7.2,7,10.36,17.34,17.87,
 8/10/2018,4,48,S3,4815,48154,4.12,4.63,6.34,5.88,5.63,9.8,20.59,21.76,
 8/10/2018,4,48,S3,4815,48153,3.76,4.35,6.13,5.37,5.19,10.17,23.19,24.48,
 8/10/2018,4,48,S3,4814,48144,4.26,4.96,7.14,6.31,5.96,11.25,24.76,26.03,
 8/10/2018,4,48,S3,4814,48143,4.8,5.42,7.17,6.83,6.64,11.22,20.12,21.08,
 8/10/2018,4,48,S3,4813,48134,4.76,5.18,6.67,6.58,6.54,9.84,17.95,18.65,
 8/10/2018,4,48,S3,4813,48133,4.69,5.08,6.61,6.47,6.36,9.75,17.96,18.61,
 8/10/2018,4,49,S4,4914,49143,3.12,3.73,5.77,4.79,4.42,10.18,27.73,29.43,
 8/10/2018,4,49,S4,4914,49144,2.82,3.37,5.49,4,3.55,10.04,30.81,33.27,
 8/10/2018,4,49,S4,4915,49153,3.21,3.9,5.99,5.37,5,10.25,24.32,25.52,
 8/10/2018,4,49,S4,4915,49154,3.04,3.68,5.72,4.63,4.25,10.4,28.98,31.01,
 8/10/2018,4,49,S4,4916,49163,4.5,5.48,7.89,7.63,7.34,12.55,25.17,26.98,
 8/10/2018,4,49,S4,4916,49164,3.62,4.41,6.52,5.44,5.17,11.5,29.54,31.17,
 8/10/2018,4,49,S4,4917,49173,3.16,3.92,6.1,5.29,4.96,10.64,26.43,28.1,
 8/10/2018,4,49,S4,4917,49174,2.78,3.38,5.52,4.14,3.67,10.21,30.27,32.24,
 8/10/2018,4,49,S4,4918,49183,3.44,4.4,6.68,6.05,5.94,11.63,26.81,28.46,
 8/10/2018,4,49,S4,4918,49184,2.83,3.55,5.85,4.35,3.91,11.03,33.18,35.77,
 8/10/2018,4,49,S4,4919,49193,4.55,5.59,7.77,8.17,8.01,11.9,19.76,20.91,
 8/10/2018,4,49,S4,4919,49194,3.74,4.59,6.8,5.79,5.44,11.43,27.16,28.85,
 8/10/2018,4,49,S4,4920,49203,3.55,4.44,6.93,5.82,5.4,11.75,28.25,29.94,
 8/10/2018,4,49,S4,4920,49204,3,3.71,5.9,4.68,4.3,10.82,31.52,34.13,
8/17/2018,2,29,S3,2901,29013,1.84,2.24,3.88,2.51,2.18,9.67,39.03,42.9,
8/17/2018,2,29,S3,2901,29014,1.95,2.35,4.1,2.61,2.42,9.75,39.26,44.19,
8/17/2018,2,29,S3,2902,29023,1.72,2.09,3.66,2.38,2.08,8.85,34.14,37.48,
8/17/2018,2,29,S3,2902,29024,1.74,2.14,3.73,2.36,2.05,8.74,35.46,39.69,
8/17/2018,2,29,S3,2903,29033,1.8,2.19,3.81,2.47,2.15,8.77,35.76,39.62,
8/17/2018,2,29,S3,2903,29034,1.89,2.3,3.91,2.52,2.29,9.31,38.43,43.23,
8/17/2018,2,29,S3,2904,29043,1.93,2.36,4.07,2.65,2.29,10.17,43.24,48.75,
8/17/2018,2,29,S3,2904,29044,2.04,2.46,4.19,2.7,2.33,10.38,43.99,49.14,
8/17/2018,2,29,S3,2905,29053,1.85,2.2,4.01,2.5,2.18,9.53,39.35,45.03,
8/17/2018,2,29,S3,2905,29054,1.91,2.29,3.91,2.55,2.26,9.53,39.89,44.35,
8/17/2018,2,29,S3,2906,29063,2.01,2.44,4.16,2.76,2.42,10.39,45.15,50.94,
8/17/2018,2,29,S3,2906,29064,2.09,2.55,4.38,2.8,2.39,10.51,45.4,51.15,
8/17/2018,2,29,S3,2907,29073,1.91,2.32,4.03,2.6,2.28,10.17,45.32,51.75,
8/17/2018,2,29,S3,2907,29074,2.04,2.46,4.28,2.72,2.43,10.52,46.98,53.77,
8/17/2018,2,29,S3,2908,29083,1.93,2.32,4.04,2.62,2.36,9.95,41.99,46.92,
8/17/2018,2,29,S3,2908,29084,1.97,2.32,4.01,2.61,2.28,9.31,36.53,41.19,
8/17/2018,2,29,S3,2909,29093,1.81,2.22,3.68,2.48,2.16,8.87,35.31,39.15,
8/17/2018,2,29,S3,2909,29094,2.04,2.46,4.04,2.94,2.62,9.69,37.81,42.29,
8/17/2018,2,29,S3,2910,29103,1.95,2.32,3.84,2.73,2.55,8.88,39.32,44.1,
8/17/2018,2,29,S3,2910,29104,2.01,2.4,4.04,2.66,2.46,8.98,40.83,45.96,
8/17/2018,2,27,S4,2710,27104,1.75,2.11,3.75,2.51,2.09,8.11,33.67,37.25,
8/17/2018,2,27,S4,2710,27103,1.95,2.38,4.02,2.76,2.44,8.97,37.44,40.79,
8/17/2018,2,27,S4,2709,27094,1.93,2.31,3.99,2.68,2.25,8.75,36.54,39.95,
8/17/2018,2,27,S4,2709,27093,2,2.52,4.23,2.86,2.5,9.39,40.52,44.48,
8/17/2018,2,27,S4,2708,27084,1.94,2.34,3.88,2.68,2.48,8.39,32.44,35.18,
8/17/2018,2,27,S4,2708,27083,1.91,2.26,3.73,2.58,2.28,7.47,26.76,28.71,
8/17/2018,2,27,S4,2707,27074,2,2.37,4.06,2.66,2.41,8.63,35.12,37.68,
8/17/2018,2,27,S4,2707,27073,2.08,2.45,4.12,2.81,2.57,8.74,34,37.31,
8/17/2018,2,27,S4,2706,27064,2.1,2.56,4.51,3.03,2.56,8.91,33.35,35.42,
8/17/2018,2,27,S4,2706,26063,2.05,2.47,4.23,2.78,2.41,9.2,38.23,41.87,
8/17/2018,2,27,S4,2705,27054,1.98,2.35,4.15,2.76,2.4,9.23,38.73,43.53,
8/17/2018,2,27,S4,2705,27053,2.15,2.61,4.47,3.04,2.74,9.55,37.27,41.13,
8/17/2018,2,27,S4,2704,27044,2.01,2.42,4.14,2.75,2.37,9.54,40.33,44.53,
8/17/2018,2,27,S4,2704,27043,1.96,2.34,4.04,2.67,2.47,8.97,36.6,40.43,
8/17/2018,2,27,S4,2703,27034,2,2.43,4.14,2.79,2.55,8.87,34.87,37.79,
8/17/2018,2,27,S4,2703,27033,2.12,2.6,4.36,2.9,2.62,9.02,35.29,38.68,
8/17/2018,2,27,S4,2702,27024,2.08,2.53,4.35,2.93,2.72,9.39,37.68,41.7,
8/17/2018,2,27,S4,2702,27023,2.16,2.63,4.36,2.99,2.74,8.65,32.1,35.31,
8/17/2018,2,27,S4,2701,27014,2,2.38,4.06,2.79,2.56,7.91,27.14,28.16,
8/17/2018,2,27,S4,2701,27013,1.99,2.38,4.14,2.72,2.33,8.34,32.72,35.34,
8/17/2018,2,23,S2,2301,23013,2.04,2.44,4.19,2.87,2.53,8.78,33.81,36.13,
8/17/2018,2,23,S2,2301,23014,1.98,2.38,4.14,2.73,2.39,8.52,34.04,37.18,
8/17/2018,2,23,S2,2302,23023,2.25,2.76,4.7,3.41,2.93,9.01,31.65,34.07,
8/17/2018,2,23,S2,2302,23024,2.23,2.74,4.58,3.25,2.98,9.11,32.92,35.35,
8/17/2018,2,23,S2,2303,23033,2.13,2.6,4.56,3.03,2.64,9.28,37.21,41.05,
8/17/2018,2,23,S2,2303,23034,2.14,2.61,4.42,3.09,2.71,8.92,35.17,38.14,
8/17/2018,2,23,S2,2304,23043,2.32,2.85,4.97,3.37,2.9,10.5,43.19,48.36,
8/17/2018,2,23,S2,2304,23044,2.02,2.43,4.15,2.79,2.47,9.06,38.92,43.43,
8/17/2018,2,23,S2,2305,23053,2.46,2.77,4.1,3.48,3.42,6.17,15.77,15.84,
8/17/2018,2,23,S2,2305,23054,2.13,2.49,4.1,2.96,2.72,8.04,28.49,30.37,
8/17/2018,2,23,S2,2306,23063,2.56,3.12,5.26,3.85,3.18,8.66,25.28,26.14,
8/17/2018,2,23,S2,2306,23064,2.29,2.78,4.6,3.33,2.89,8.98,29.9,32.16,
8/17/2018,2,23,S2,2307,23073,2.25,2.69,4.61,3.11,2.65,10.22,43.81,49.8,
8/17/2018,2,23,S2,2307,23074,2.03,2.42,4.13,2.76,2.51,9.19,38.16,42.57,
8/17/2018,2,23,S2,2308,23083,2.34,2.83,5.01,3.43,2.95,9.66,35.68,39.24,
8/17/2018,2,23,S2,2308,23084,2.12,2.53,4.37,2.94,2.59,9.6,39.13,42.69,
8/17/2018,2,23,S2,2309,23093,2.45,3.15,6.1,3.85,2.82,10.92,45.18,49.9,
8/17/2018,2,23,S2,2309,23094,2.18,2.65,4.81,3.17,2.59,9.82,42.39,47.85,
8/17/2018,2,23,S2,2310,23103,2.29,2.74,4.9,3.16,2.71,10.46,47.51,53.57,
8/17/2018,2,23,S2,2310,23104,2.17,2.64,4.55,3.07,2.6,10.2,45.02,50.34,
8/17/2018,1,19,S3,1911,19113,2.04,2.51,4.35,2.98,2.66,9.05,34.62,37.93,
8/17/2018,1,19,S3,1911,19114,2.05,2.5,4.37,2.94,2.58,9.65,39.45,43.88,
8/17/2018,1,19,S3,1912,19123,2.1,2.54,4.41,2.91,2.58,8.65,32.77,35.21,
8/17/2018,1,19,S3,1912,19124,2.25,2.71,4.56,3.11,2.76,9.23,34.9,37.45,
8/17/2018,1,19,S3,1913,19133,2.16,2.58,4.45,2.96,2.53,9.47,37.6,40.86,
8/17/2018,1,19,S3,1913,19134,2.11,2.5,4.32,2.88,2.55,9.07,34.86,37.23,
8/17/2018,1,19,S3,1914,19143,2.73,3.61,6.8,4.65,3.47,10.87,30.35,31.29,
8/17/2018,1,19,S3,1914,19144,2.46,2.97,5.06,3.51,3.04,10.04,35.73,38.87,
8/17/2018,1,19,S3,1915,19153,3.01,3.96,7.04,5.07,3.83,11.75,33.87,34.77,
8/17/2018,1,19,S3,1915,19154,2.42,2.92,4.91,3.42,2.96,9.66,32.35,34.27,
8/17/2018,1,19,S3,1916,19163,2.29,2.89,5.2,3.32,2.76,10.13,40.81,44.09,
8/17/2018,1,19,S3,1916,19164,2.1,2.55,4.47,3.04,2.53,9.08,35.65,39,
8/17/2018,1,19,S3,1917,19173,2.4,3.25,6.07,4.11,3.15,10.63,37.02,40.2,
8/17/2018,1,19,S3,1917,19174,2.43,3.16,5.75,3.97,3.09,10.43,37.07,40.27,
8/17/2018,1,19,S3,1918,19183,2.33,3.23,6.63,4.16,2.85,11.11,39.62,42.46,
8/17/2018,1,19,S3,1918,19184,2.41,3.04,5.6,3.76,3,11.01,42.29,47.58,
8/17/2018,1,19,S3,1919,19193,2.51,3.36,5.98,4.33,3.39,10.42,34.14,37.29,
8/17/2018,1,19,S3,1919,19194,3.22,4.41,7.55,5.94,4.3,12.6,39.79,43.09,
8/17/2018,1,19,S3,1920,19203,2.21,2.72,4.83,3.22,2.7,9.94,40.81,45.64,
8/17/2018,1,19,S3,1920,19204,2.16,2.7,4.65,3.39,2.85,9.76,36.71,40.89,
8/17/2018,1,14,S2,1420,14204,1.88,2.29,3.97,2.74,2.29,8.71,35.29,38.91,
8/17/2018,1,14,S2,1420,14203,1.91,2.33,4,2.76,2.42,8.68,33.72,36.3,
8/17/2018,1,14,S2,1419,14194,1.94,2.36,3.99,2.77,2.47,8.68,34.93,37.85,
