"","DATE","Block","Plot","Treatment","Variety","Concentration","Wavelength","Reflectance"
"384",2018-08-25,3,303,"T3","Pioneer P20T79R2",4,460,3.055
"385",2018-08-25,3,304,"T8","Syngenta NK Soybean S24-K2",4,460,3.105
"386",2018-08-25,3,305,"T9","Syngenta NK Soybean S24-K2",5,460,2.73
"387",2018-08-25,3,306,"T4","Pioneer P20T79R2",5,460,2.615
"388",2018-08-25,3,307,"T1","Pioneer P20T79R2",2,460,2.81
"389",2018-08-25,3,308,"T10","Syngenta NK Soybean S24-K2",0,460,2.82
"390",2018-08-25,3,309,"T7","Syngenta NK Soybean S24-K2",3,460,2.605
"391",2018-08-25,3,310,"T2","Pioneer P20T79R2",3,460,2.49
"392",2018-08-25,4,401,"T3","Pioneer P20T79R2",4,460,2.805
"393",2018-08-25,4,402,"T6","Syngenta NK Soybean S24-K2",2,460,2.775
"394",2018-08-25,4,403,"T5","Pioneer P20T79R2",0,460,2.645
"395",2018-08-25,4,404,"T2","Pioneer P20T79R2",3,460,2.86
"396",2018-08-25,4,405,"T1","Pioneer P20T79R2",2,460,2.925
"397",2018-08-25,4,406,"T4","Pioneer P20T79R2",5,460,3.105
"398",2018-08-25,4,407,"T10","Syngenta NK Soybean S24-K2",0,460,2.86
"399",2018-08-25,4,408,"T8","Syngenta NK Soybean S24-K2",4,460,2.77
"400",2018-08-25,4,409,"T7","Syngenta NK Soybean S24-K2",3,460,2.68
"401",2018-08-25,4,410,"T9","Syngenta NK Soybean S24-K2",5,460,2.975
"402",2018-08-25,5,501,"T10","Syngenta NK Soybean S24-K2",0,460,2.79
"403",2018-08-25,5,502,"T2","Pioneer P20T79R2",3,460,2.625
"404",2018-08-25,5,503,"T5","Pioneer P20T79R2",0,460,3.015
"405",2018-08-25,5,504,"T8","Syngenta NK Soybean S24-K2",4,460,3.255
"406",2018-08-25,5,505,"T7","Syngenta NK Soybean S24-K2",3,460,3.01
"407",2018-08-25,5,506,"T9","Syngenta NK Soybean S24-K2",5,460,2.93
"408",2018-08-25,5,507,"T6","Syngenta NK Soybean S24-K2",2,460,2.73
"409",2018-08-25,5,508,"T4","Pioneer P20T79R2",5,460,2.485
"410",2018-08-25,5,509,"T3","Pioneer P20T79R2",4,460,2.715
"411",2018-08-25,5,510,"T1","Pioneer P20T79R2",2,460,2.685
"412",2018-08-25,6,601,"T3","Pioneer P20T79R2",4,460,2.96
"413",2018-08-25,6,602,"T6","Syngenta NK Soybean S24-K2",2,460,3.18
"414",2018-08-25,6,603,"T1","Pioneer P20T79R2",2,460,2.655
"415",2018-08-25,6,604,"T5","Pioneer P20T79R2",0,460,2.825
"416",2018-08-25,6,605,"T8","Syngenta NK Soybean S24-K2",4,460,2.865
"417",2018-08-25,6,606,"T7","Syngenta NK Soybean S24-K2",3,460,2.88
"418",2018-08-25,6,607,"T4","Pioneer P20T79R2",5,460,2.89
"419",2018-08-25,6,608,"T9","Syngenta NK Soybean S24-K2",5,460,3.24
"420",2018-08-25,6,609,"T2","Pioneer P20T79R2",3,460,3.01
"421",2018-08-25,6,610,"T10","Syngenta NK Soybean S24-K2",0,460,3.02
"422",2018-06-29,1,101,"T8","Syngenta NK Soybean S24-K2",4,510,4.25
"423",2018-06-29,1,102,"T6","Syngenta NK Soybean S24-K2",2,510,4.005
"424",2018-06-29,1,103,"T4","Pioneer P20T79R2",5,510,4.55
"425",2018-06-29,1,104,"T7","Syngenta NK Soybean S24-K2",3,510,3.7
"426",2018-06-29,1,105,"T9","Syngenta NK Soybean S24-K2",5,510,4.645
"427",2018-06-29,1,106,"T2","Pioneer P20T79R2",3,510,4.42
"428",2018-06-29,1,107,"T5","Pioneer P20T79R2",0,510,4.505
"429",2018-06-29,1,108,"T3","Pioneer P20T79R2",4,510,4.45
"430",2018-06-29,1,109,"T10","Syngenta NK Soybean S24-K2",0,510,4.835
"431",2018-06-29,1,110,"T1","Pioneer P20T79R2",2,510,4.865
"432",2018-06-29,2,201,"T9","Syngenta NK Soybean S24-K2",5,510,4.15
"433",2018-06-29,2,202,"T2","Pioneer P20T79R2",3,510,4.055
"434",2018-06-29,2,203,"T1","Pioneer P20T79R2",2,510,3.475
"435",2018-06-29,2,204,"T5","Pioneer P20T79R2",0,510,4.065
"436",2018-06-29,2,205,"T8","Syngenta NK Soybean S24-K2",4,510,4.35
"437",2018-06-29,2,206,"T6","Syngenta NK Soybean S24-K2",2,510,5.345
"438",2018-06-29,2,207,"T7","Syngenta NK Soybean S24-K2",3,510,4.535
"439",2018-06-29,2,208,"T4","Pioneer P20T79R2",5,510,4.675
"440",2018-06-29,2,209,"T3","Pioneer P20T79R2",4,510,6.575
"441",2018-06-29,2,210,"T10","Syngenta NK Soybean S24-K2",0,510,5.175
"442",2018-06-29,3,301,"T5","Pioneer P20T79R2",0,510,4.56
"443",2018-06-29,3,302,"T6","Syngenta NK Soybean S24-K2",2,510,4.64
"444",2018-06-29,3,303,"T3","Pioneer P20T79R2",4,510,4.675
"445",2018-06-29,3,304,"T8","Syngenta NK Soybean S24-K2",4,510,4.185
"446",2018-06-29,3,305,"T9","Syngenta NK Soybean S24-K2",5,510,4.66
"447",2018-06-29,3,306,"T4","Pioneer P20T79R2",5,510,4.42
"448",2018-06-29,3,307,"T1","Pioneer P20T79R2",2,510,4.33
"449",2018-06-29,3,308,"T10","Syngenta NK Soybean S24-K2",0,510,4.27
"450",2018-06-29,3,309,"T7","Syngenta NK Soybean S24-K2",3,510,4.93
"451",2018-06-29,3,310,"T2","Pioneer P20T79R2",3,510,4.955
"452",2018-06-29,4,401,"T3","Pioneer P20T79R2",4,510,4.11
"453",2018-06-29,4,402,"T6","Syngenta NK Soybean S24-K2",2,510,4.075
"454",2018-06-29,4,403,"T5","Pioneer P20T79R2",0,510,3.85
"455",2018-06-29,4,404,"T2","Pioneer P20T79R2",3,510,4.06
"456",2018-06-29,4,405,"T1","Pioneer P20T79R2",2,510,5.06
"457",2018-06-29,4,406,"T4","Pioneer P20T79R2",5,510,5.125
"458",2018-06-29,4,407,"T10","Syngenta NK Soybean S24-K2",0,510,4.145
"459",2018-06-29,4,408,"T8","Syngenta NK Soybean S24-K2",4,510,4.225
"460",2018-06-29,4,409,"T7","Syngenta NK Soybean S24-K2",3,510,4.86
"461",2018-06-29,4,410,"T9","Syngenta NK Soybean S24-K2",5,510,5.965
"462",2018-06-29,5,501,"T10","Syngenta NK Soybean S24-K2",0,510,4.32
"463",2018-06-29,5,502,"T2","Pioneer P20T79R2",3,510,4.81
"464",2018-06-29,5,503,"T5","Pioneer P20T79R2",0,510,4.33
"465",2018-06-29,5,504,"T8","Syngenta NK Soybean S24-K2",4,510,4.195
"466",2018-06-29,5,505,"T7","Syngenta NK Soybean S24-K2",3,510,4.755
"467",2018-06-29,5,506,"T9","Syngenta NK Soybean S24-K2",5,510,5.5
"468",2018-06-29,5,507,"T6","Syngenta NK Soybean S24-K2",2,510,4.7
"469",2018-06-29,5,508,"T4","Pioneer P20T79R2",5,510,4.585
"470",2018-06-29,5,509,"T3","Pioneer P20T79R2",4,510,5.9
"471",2018-06-29,5,510,"T1","Pioneer P20T79R2",2,510,5.115
"472",2018-06-29,6,601,"T3","Pioneer P20T79R2",4,510,4.91
"473",2018-06-29,6,602,"T6","Syngenta NK Soybean S24-K2",2,510,4.515
"474",2018-06-29,6,603,"T1","Pioneer P20T79R2",2,510,4.515
"475",2018-06-29,6,604,"T5","Pioneer P20T79R2",0,510,4.855
"476",2018-06-29,6,605,"T8","Syngenta NK Soybean S24-K2",4,510,4.75
"477",2018-06-29,6,606,"T7","Syngenta NK Soybean S24-K2",3,510,5.135
"478",2018-06-29,6,607,"T4","Pioneer P20T79R2",5,510,5.105
"479",2018-06-29,6,608,"T9","Syngenta NK Soybean S24-K2",5,510,5.245
"480",2018-06-29,6,609,"T2","Pioneer P20T79R2",3,510,5.32
"481",2018-06-29,6,610,"T10","Syngenta NK Soybean S24-K2",0,510,5.81
"482",2018-07-21,1,101,"T8","Syngenta NK Soybean S24-K2",4,510,2.785
"483",2018-07-21,1,102,"T6","Syngenta NK Soybean S24-K2",2,510,2.68
"484",2018-07-21,1,103,"T4","Pioneer P20T79R2",5,510,2.905
"485",2018-07-21,1,104,"T7","Syngenta NK Soybean S24-K2",3,510,2.485
"486",2018-07-21,1,105,"T9","Syngenta NK Soybean S24-K2",5,510,2.825
"487",2018-07-21,1,106,"T2","Pioneer P20T79R2",3,510,2.995
"488",2018-07-21,1,107,"T5","Pioneer P20T79R2",0,510,3.015
"489",2018-07-21,1,108,"T3","Pioneer P20T79R2",4,510,3.075
"490",2018-07-21,1,109,"T10","Syngenta NK Soybean S24-K2",0,510,2.915
"491",2018-07-21,1,110,"T1","Pioneer P20T79R2",2,510,3.115
"492",2018-07-21,2,201,"T9","Syngenta NK Soybean S24-K2",5,510,2.48
"493",2018-07-21,2,202,"T2","Pioneer P20T79R2",3,510,2.795
"494",2018-07-21,2,203,"T1","Pioneer P20T79R2",2,510,2.685
"495",2018-07-21,2,204,"T5","Pioneer P20T79R2",0,510,2.765
"496",2018-07-21,2,205,"T8","Syngenta NK Soybean S24-K2",4,510,2.54
"497",2018-07-21,2,206,"T6","Syngenta NK Soybean S24-K2",2,510,2.75
"498",2018-07-21,2,207,"T7","Syngenta NK Soybean S24-K2",3,510,2.75
"499",2018-07-21,2,208,"T4","Pioneer P20T79R2",5,510,3.195
"500",2018-07-21,2,209,"T3","Pioneer P20T79R2",4,510,3.52
"501",2018-07-21,2,210,"T10","Syngenta NK Soybean S24-K2",0,510,2.82
"502",2018-07-21,3,301,"T5","Pioneer P20T79R2",0,510,2.945
"503",2018-07-21,3,302,"T6","Syngenta NK Soybean S24-K2",2,510,2.835
"504",2018-07-21,3,303,"T3","Pioneer P20T79R2",4,510,3
"505",2018-07-21,3,304,"T8","Syngenta NK Soybean S24-K2",4,510,2.72
"506",2018-07-21,3,305,"T9","Syngenta NK Soybean S24-K2",5,510,2.79
"507",2018-07-21,3,306,"T4","Pioneer P20T79R2",5,510,3.115
"508",2018-07-21,3,307,"T1","Pioneer P20T79R2",2,510,3.065
"509",2018-07-21,3,308,"T10","Syngenta NK Soybean S24-K2",0,510,3.105
"510",2018-07-21,3,309,"T7","Syngenta NK Soybean S24-K2",3,510,3
"511",2018-07-21,3,310,"T2","Pioneer P20T79R2",3,510,3.565
"512",2018-07-21,4,401,"T3","Pioneer P20T79R2",4,510,3.07
"513",2018-07-21,4,402,"T6","Syngenta NK Soybean S24-K2",2,510,2.645
"514",2018-07-21,4,403,"T5","Pioneer P20T79R2",0,510,2.905
"515",2018-07-21,4,404,"T2","Pioneer P20T79R2",3,510,3.26
"516",2018-07-21,4,405,"T1","Pioneer P20T79R2",2,510,3.18
"517",2018-07-21,4,406,"T4","Pioneer P20T79R2",5,510,3.415
"518",2018-07-21,4,407,"T10","Syngenta NK Soybean S24-K2",0,510,2.89
"519",2018-07-21,4,408,"T8","Syngenta NK Soybean S24-K2",4,510,2.815
"520",2018-07-21,4,409,"T7","Syngenta NK Soybean S24-K2",3,510,2.975
"521",2018-07-21,4,410,"T9","Syngenta NK Soybean S24-K2",5,510,3.22
"522",2018-07-21,5,501,"T10","Syngenta NK Soybean S24-K2",0,510,2.715
"523",2018-07-21,5,502,"T2","Pioneer P20T79R2",3,510,3.145
"524",2018-07-21,5,503,"T5","Pioneer P20T79R2",0,510,3.12
"525",2018-07-21,5,504,"T8","Syngenta NK Soybean S24-K2",4,510,2.445
"526",2018-07-21,5,505,"T7","Syngenta NK Soybean S24-K2",3,510,3.215
"527",2018-07-21,5,506,"T9","Syngenta NK Soybean S24-K2",5,510,2.795
"528",2018-07-21,5,507,"T6","Syngenta NK Soybean S24-K2",2,510,2.79
"529",2018-07-21,5,508,"T4","Pioneer P20T79R2",5,510,3.325
"530",2018-07-21,5,509,"T3","Pioneer P20T79R2",4,510,3.7
"531",2018-07-21,5,510,"T1","Pioneer P20T79R2",2,510,3.415
"532",2018-07-21,6,601,"T3","Pioneer P20T79R2",4,510,3.195
"533",2018-07-21,6,602,"T6","Syngenta NK Soybean S24-K2",2,510,2.715
"534",2018-07-21,6,603,"T1","Pioneer P20T79R2",2,510,3.015
"535",2018-07-21,6,604,"T5","Pioneer P20T79R2",0,510,3.125
"536",2018-07-21,6,605,"T8","Syngenta NK Soybean S24-K2",4,510,3.05
"537",2018-07-21,6,606,"T7","Syngenta NK Soybean S24-K2",3,510,2.97
"538",2018-07-21,6,607,"T4","Pioneer P20T79R2",5,510,3.375
"539",2018-07-21,6,608,"T9","Syngenta NK Soybean S24-K2",5,510,2.715
"540",2018-07-21,6,609,"T2","Pioneer P20T79R2",3,510,3.285
"541",2018-07-21,6,610,"T10","Syngenta NK Soybean S24-K2",0,510,2.83
"542",2018-07-29,1,101,"T8","Syngenta NK Soybean S24-K2",4,510,1.885
"543",2018-07-29,1,102,"T6","Syngenta NK Soybean S24-K2",2,510,1.87
"544",2018-07-29,1,103,"T4","Pioneer P20T79R2",5,510,1.88
"545",2018-07-29,1,104,"T7","Syngenta NK Soybean S24-K2",3,510,1.805
"546",2018-07-29,1,105,"T9","Syngenta NK Soybean S24-K2",5,510,1.965
"547",2018-07-29,1,106,"T2","Pioneer P20T79R2",3,510,1.97
"548",2018-07-29,1,107,"T5","Pioneer P20T79R2",0,510,1.965
"549",2018-07-29,1,108,"T3","Pioneer P20T79R2",4,510,2.01
"550",2018-07-29,1,109,"T10","Syngenta NK Soybean S24-K2",0,510,1.975
"551",2018-07-29,1,110,"T1","Pioneer P20T79R2",2,510,2.07
"552",2018-07-29,2,201,"T9","Syngenta NK Soybean S24-K2",5,510,1.72
"553",2018-07-29,2,202,"T2","Pioneer P20T79R2",3,510,1.78
"554",2018-07-29,2,203,"T1","Pioneer P20T79R2",2,510,1.855
"555",2018-07-29,2,204,"T5","Pioneer P20T79R2",0,510,1.85
"556",2018-07-29,2,205,"T8","Syngenta NK Soybean S24-K2",4,510,1.97
"557",2018-07-29,2,206,"T6","Syngenta NK Soybean S24-K2",2,510,1.965
"558",2018-07-29,2,207,"T7","Syngenta NK Soybean S24-K2",3,510,1.97
"559",2018-07-29,2,208,"T4","Pioneer P20T79R2",5,510,2.23
"560",2018-07-29,2,209,"T3","Pioneer P20T79R2",4,510,2.15
"561",2018-07-29,2,210,"T10","Syngenta NK Soybean S24-K2",0,510,1.97
"562",2018-07-29,3,301,"T5","Pioneer P20T79R2",0,510,1.82
"563",2018-07-29,3,302,"T6","Syngenta NK Soybean S24-K2",2,510,1.85
"564",2018-07-29,3,303,"T3","Pioneer P20T79R2",4,510,1.925
"565",2018-07-29,3,304,"T8","Syngenta NK Soybean S24-K2",4,510,1.82
"566",2018-07-29,3,305,"T9","Syngenta NK Soybean S24-K2",5,510,1.99
"567",2018-07-29,3,306,"T4","Pioneer P20T79R2",5,510,1.975
"568",2018-07-29,3,307,"T1","Pioneer P20T79R2",2,510,2.075
"569",2018-07-29,3,308,"T10","Syngenta NK Soybean S24-K2",0,510,1.92
"570",2018-07-29,3,309,"T7","Syngenta NK Soybean S24-K2",3,510,1.95
"571",2018-07-29,3,310,"T2","Pioneer P20T79R2",3,510,2.125
"572",2018-07-29,4,401,"T3","Pioneer P20T79R2",4,510,1.795
"573",2018-07-29,4,402,"T6","Syngenta NK Soybean S24-K2",2,510,1.86
"574",2018-07-29,4,403,"T5","Pioneer P20T79R2",0,510,1.895
"575",2018-07-29,4,404,"T2","Pioneer P20T79R2",3,510,1.865
"576",2018-07-29,4,405,"T1","Pioneer P20T79R2",2,510,2.02
"577",2018-07-29,4,406,"T4","Pioneer P20T79R2",5,510,2.005
"578",2018-07-29,4,407,"T10","Syngenta NK Soybean S24-K2",0,510,1.865
"579",2018-07-29,4,408,"T8","Syngenta NK Soybean S24-K2",4,510,1.85
"580",2018-07-29,4,409,"T7","Syngenta NK Soybean S24-K2",3,510,1.985
"581",2018-07-29,4,410,"T9","Syngenta NK Soybean S24-K2",5,510,2.125
"582",2018-07-29,5,501,"T10","Syngenta NK Soybean S24-K2",0,510,1.85
"583",2018-07-29,5,502,"T2","Pioneer P20T79R2",3,510,1.985
"584",2018-07-29,5,503,"T5","Pioneer P20T79R2",0,510,1.935
"585",2018-07-29,5,504,"T8","Syngenta NK Soybean S24-K2",4,510,1.78
"586",2018-07-29,5,505,"T7","Syngenta NK Soybean S24-K2",3,510,1.95
"587",2018-07-29,5,506,"T9","Syngenta NK Soybean S24-K2",5,510,1.935
"588",2018-07-29,5,507,"T6","Syngenta NK Soybean S24-K2",2,510,1.885
"589",2018-07-29,5,508,"T4","Pioneer P20T79R2",5,510,2.04
"590",2018-07-29,5,509,"T3","Pioneer P20T79R2",4,510,2.195
"591",2018-07-29,5,510,"T1","Pioneer P20T79R2",2,510,2.22
"592",2018-07-29,6,601,"T3","Pioneer P20T79R2",4,510,2.06
"593",2018-07-29,6,602,"T6","Syngenta NK Soybean S24-K2",2,510,1.8
"594",2018-07-29,6,603,"T1","Pioneer P20T79R2",2,510,1.945
"595",2018-07-29,6,604,"T5","Pioneer P20T79R2",0,510,1.99
"596",2018-07-29,6,605,"T8","Syngenta NK Soybean S24-K2",4,510,1.995
"597",2018-07-29,6,606,"T7","Syngenta NK Soybean S24-K2",3,510,1.92
"598",2018-07-29,6,607,"T4","Pioneer P20T79R2",5,510,2.11
"599",2018-07-29,6,608,"T9","Syngenta NK Soybean S24-K2",5,510,2.07
"600",2018-07-29,6,609,"T2","Pioneer P20T79R2",3,510,2.025
"601",2018-07-29,6,610,"T10","Syngenta NK Soybean S24-K2",0,510,2.065
"602",2018-08-03,1,101,"T8","Syngenta NK Soybean S24-K2",4,510,2.33
"603",2018-08-03,1,102,"T6","Syngenta NK Soybean S24-K2",2,510,2.28
"604",2018-08-03,1,103,"T4","Pioneer P20T79R2",5,510,2.27
"605",2018-08-03,1,104,"T7","Syngenta NK Soybean S24-K2",3,510,2.21
"606",2018-08-03,1,105,"T9","Syngenta NK Soybean S24-K2",5,510,2.265
"607",2018-08-03,1,106,"T2","Pioneer P20T79R2",3,510,2.345
"608",2018-08-03,1,107,"T5","Pioneer P20T79R2",0,510,2.315
"609",2018-08-03,1,108,"T3","Pioneer P20T79R2",4,510,2.4
"610",2018-08-03,1,109,"T10","Syngenta NK Soybean S24-K2",0,510,2.31
"611",2018-08-03,1,110,"T1","Pioneer P20T79R2",2,510,2.405
"612",2018-08-03,2,201,"T9","Syngenta NK Soybean S24-K2",5,510,2.19
"613",2018-08-03,2,202,"T2","Pioneer P20T79R2",3,510,2.365
"614",2018-08-03,2,203,"T1","Pioneer P20T79R2",2,510,2.335
"615",2018-08-03,2,204,"T5","Pioneer P20T79R2",0,510,2.42
"616",2018-08-03,2,205,"T8","Syngenta NK Soybean S24-K2",4,510,2.295
"617",2018-08-03,2,206,"T6","Syngenta NK Soybean S24-K2",2,510,2.275
"618",2018-08-03,2,207,"T7","Syngenta NK Soybean S24-K2",3,510,2.22
"619",2018-08-03,2,208,"T4","Pioneer P20T79R2",5,510,2.43
"620",2018-08-03,2,209,"T3","Pioneer P20T79R2",4,510,2.375
"621",2018-08-03,2,210,"T10","Syngenta NK Soybean S24-K2",0,510,2.285
"622",2018-08-03,3,301,"T5","Pioneer P20T79R2",0,510,2.3
"623",2018-08-03,3,302,"T6","Syngenta NK Soybean S24-K2",2,510,2.305
"624",2018-08-03,3,303,"T3","Pioneer P20T79R2",4,510,2.39
"625",2018-08-03,3,304,"T8","Syngenta NK Soybean S24-K2",4,510,2.245
"626",2018-08-03,3,305,"T9","Syngenta NK Soybean S24-K2",5,510,2.29
"627",2018-08-03,3,306,"T4","Pioneer P20T79R2",5,510,2.365
"628",2018-08-03,3,307,"T1","Pioneer P20T79R2",2,510,2.415
"629",2018-08-03,3,308,"T10","Syngenta NK Soybean S24-K2",0,510,2.245
"630",2018-08-03,3,309,"T7","Syngenta NK Soybean S24-K2",3,510,2.21
"631",2018-08-03,3,310,"T2","Pioneer P20T79R2",3,510,2.355
"632",2018-08-03,4,401,"T3","Pioneer P20T79R2",4,510,2.43
"633",2018-08-03,4,402,"T6","Syngenta NK Soybean S24-K2",2,510,2.285
"634",2018-08-03,4,403,"T5","Pioneer P20T79R2",0,510,2.325
"635",2018-08-03,4,404,"T2","Pioneer P20T79R2",3,510,2.35
"636",2018-08-03,4,405,"T1","Pioneer P20T79R2",2,510,2.375
"637",2018-08-03,4,406,"T4","Pioneer P20T79R2",5,510,2.375
"638",2018-08-03,4,407,"T10","Syngenta NK Soybean S24-K2",0,510,2.215
"639",2018-08-03,4,408,"T8","Syngenta NK Soybean S24-K2",4,510,2.23
"640",2018-08-03,4,409,"T7","Syngenta NK Soybean S24-K2",3,510,2.245
"641",2018-08-03,4,410,"T9","Syngenta NK Soybean S24-K2",5,510,2.29
"642",2018-08-03,5,501,"T10","Syngenta NK Soybean S24-K2",0,510,2.255
"643",2018-08-03,5,502,"T2","Pioneer P20T79R2",3,510,2.355
"644",2018-08-03,5,503,"T5","Pioneer P20T79R2",0,510,2.365
"645",2018-08-03,5,504,"T8","Syngenta NK Soybean S24-K2",4,510,2.185
"646",2018-08-03,5,505,"T7","Syngenta NK Soybean S24-K2",3,510,2.335
"647",2018-08-03,5,506,"T9","Syngenta NK Soybean S24-K2",5,510,2.16
"648",2018-08-03,5,507,"T6","Syngenta NK Soybean S24-K2",2,510,2.55
"649",2018-08-03,5,508,"T4","Pioneer P20T79R2",5,510,2.355
"650",2018-08-03,5,508,"T6","Syngenta NK Soybean S24-K2",2,510,2.32
"651",2018-08-03,5,509,"T3","Pioneer P20T79R2",4,510,2.39
"652",2018-08-03,5,510,"T1","Pioneer P20T79R2",2,510,2.41
"653",2018-08-03,6,601,"T3","Pioneer P20T79R2",4,510,2.345
"654",2018-08-03,6,602,"T6","Syngenta NK Soybean S24-K2",2,510,2.215
"655",2018-08-03,6,603,"T1","Pioneer P20T79R2",2,510,2.595
"656",2018-08-03,6,604,"T5","Pioneer P20T79R2",0,510,2.355
"657",2018-08-03,6,605,"T8","Syngenta NK Soybean S24-K2",4,510,2.31
"658",2018-08-03,6,606,"T7","Syngenta NK Soybean S24-K2",3,510,2.16
"659",2018-08-03,6,607,"T4","Pioneer P20T79R2",5,510,2.34
"660",2018-08-03,6,608,"T9","Syngenta NK Soybean S24-K2",5,510,2.23
"661",2018-08-03,6,609,"T2","Pioneer P20T79R2",3,510,2.365
"662",2018-08-03,6,610,"T10","Syngenta NK Soybean S24-K2",0,510,2.215
"663",2018-08-11,1,101,"T8","Syngenta NK Soybean S24-K2",4,510,2.845
"664",2018-08-11,1,102,"T6","Syngenta NK Soybean S24-K2",2,510,2.75
"665",2018-08-11,1,103,"T4","Pioneer P20T79R2",5,510,2.98
"666",2018-08-11,1,104,"T7","Syngenta NK Soybean S24-K2",3,510,2.74
"667",2018-08-11,1,105,"T9","Syngenta NK Soybean S24-K2",5,510,2.75
"668",2018-08-11,1,106,"T2","Pioneer P20T79R2",3,510,2.905
"669",2018-08-11,1,107,"T5","Pioneer P20T79R2",0,510,2.96
"670",2018-08-11,1,108,"T3","Pioneer P20T79R2",4,510,3.025
"671",2018-08-11,1,109,"T10","Syngenta NK Soybean S24-K2",0,510,2.8
"672",2018-08-11,1,110,"T1","Pioneer P20T79R2",2,510,3.02
"673",2018-08-11,2,201,"T9","Syngenta NK Soybean S24-K2",5,510,2.71
"674",2018-08-11,2,202,"T2","Pioneer P20T79R2",3,510,2.94
"675",2018-08-11,2,203,"T1","Pioneer P20T79R2",2,510,2.865
"676",2018-08-11,2,204,"T5","Pioneer P20T79R2",0,510,2.895
"677",2018-08-11,2,205,"T8","Syngenta NK Soybean S24-K2",4,510,2.785
"678",2018-08-11,2,206,"T6","Syngenta NK Soybean S24-K2",2,510,2.79
"679",2018-08-11,2,207,"T7","Syngenta NK Soybean S24-K2",3,510,2.79
"680",2018-08-11,2,208,"T4","Pioneer P20T79R2",5,510,3.08
"681",2018-08-11,2,209,"T3","Pioneer P20T79R2",4,510,2.985
"682",2018-08-11,2,210,"T10","Syngenta NK Soybean S24-K2",0,510,2.905
"683",2018-08-11,3,301,"T5","Pioneer P20T79R2",0,510,2.93
"684",2018-08-11,3,302,"T6","Syngenta NK Soybean S24-K2",2,510,2.715
"685",2018-08-11,3,303,"T3","Pioneer P20T79R2",4,510,3.01
"686",2018-08-11,3,304,"T8","Syngenta NK Soybean S24-K2",4,510,2.695
"687",2018-08-11,3,305,"T9","Syngenta NK Soybean S24-K2",5,510,2.815
"688",2018-08-11,3,306,"T4","Pioneer P20T79R2",5,510,3.065
"689",2018-08-11,3,307,"T1","Pioneer P20T79R2",2,510,3.02
"690",2018-08-11,3,308,"T10","Syngenta NK Soybean S24-K2",0,510,2.785
"691",2018-08-11,3,309,"T7","Syngenta NK Soybean S24-K2",3,510,2.85
"692",2018-08-11,3,310,"T2","Pioneer P20T79R2",3,510,3.085
"693",2018-08-11,4,401,"T3","Pioneer P20T79R2",4,510,2.89
"694",2018-08-11,4,402,"T6","Syngenta NK Soybean S24-K2",2,510,2.685
"695",2018-08-11,4,403,"T5","Pioneer P20T79R2",0,510,2.9
"696",2018-08-11,4,404,"T2","Pioneer P20T79R2",3,510,2.89
"697",2018-08-11,4,405,"T1","Pioneer P20T79R2",2,510,3.07
"698",2018-08-11,4,406,"T4","Pioneer P20T79R2",5,510,3.015
"699",2018-08-11,4,407,"T10","Syngenta NK Soybean S24-K2",0,510,2.725
"700",2018-08-11,4,408,"T8","Syngenta NK Soybean S24-K2",4,510,2.785
"701",2018-08-11,4,409,"T7","Syngenta NK Soybean S24-K2",3,510,2.765
"702",2018-08-11,4,410,"T9","Syngenta NK Soybean S24-K2",5,510,2.83
"703",2018-08-11,5,501,"T10","Syngenta NK Soybean S24-K2",0,510,2.69
"704",2018-08-11,5,502,"T2","Pioneer P20T79R2",3,510,2.955
"705",2018-08-11,5,503,"T5","Pioneer P20T79R2",0,510,2.9
"706",2018-08-11,5,504,"T8","Syngenta NK Soybean S24-K2",4,510,2.61
"707",2018-08-11,5,505,"T7","Syngenta NK Soybean S24-K2",3,510,2.735
"708",2018-08-11,5,506,"T9","Syngenta NK Soybean S24-K2",5,510,2.655
