"","DATE","Block","Plot","Treatment","Variety","Concentration","Wavelength","Reflectance","Yield","2018-07-13_Incidence","2018-07-13_Severity","2018-07-22_Incidence","2018-07-22_Severity","2018-07-28_Incidence","2018-07-28_Severity","2018-08-06_Incidence","2018-08-06_Severity","2018-08-13_Incidence","2018-08-13_Severity","2018-08-18_Incidence","2018-08-18_Severity","2018-08-25_Incidence","2018-08-25_Severity","2018-09-01_Incidence","2018-09-01_Severity"
"1777",2018-07-21,4,403,"T5","Pioneer P20T79R2",0,660,3.245,50.66838259,0,0,0.332225914,0,1.328903654,0.5,1.328903654,1,11.96013289,3,50,20,78,40,88,84
"1778",2018-07-21,4,404,"T2","Pioneer P20T79R2",3,660,3.535,52.8966318,0,0,0,0,0.391389432,0.5,0.391389432,0.85,7.436399217,5,29.35420744,10,69,50,80,80
"1779",2018-07-21,4,405,"T1","Pioneer P20T79R2",2,660,3.495,47.61728798,0,0,0.723327306,0,2.169981917,0.5,2.169981917,2,17.35985533,4,32.54972875,12,80,60,90,90
"1780",2018-07-21,4,406,"T4","Pioneer P20T79R2",5,660,3.73,53.90836061,0.782778865,0.5,1.956947162,2,2.739726027,3,4.305283757,5,16.8297456,12,60,30,90,50,95,80
"1781",2018-07-21,4,407,"T10","Syngenta NK Soybean S24-K2",0,660,3.035,60.52445368,0,0,0,0,1.113172542,0.5,0.742115028,0.85,3.710575139,1,12.61595547,3,45,10,60,50
"1782",2018-07-21,4,408,"T8","Syngenta NK Soybean S24-K2",4,660,2.99,54.07048582,0,0,0,0,2.232142857,1,2.232142857,2,4.017857143,3,15.17857143,5,60,40,75,60
"1783",2018-07-21,4,409,"T7","Syngenta NK Soybean S24-K2",3,660,3.04,56.8736023,0,0,0,0,0,0,0.852878465,0.85,7.249466951,2,16.20469083,5,70,55,77,60
"1784",2018-07-21,4,410,"T9","Syngenta NK Soybean S24-K2",5,660,3.35,62.98985431,0,0,0,0,0.892857143,0.5,0.446428571,0.85,8.482142857,5,36.60714286,10,70,60,80,70
"1785",2018-07-21,5,501,"T10","Syngenta NK Soybean S24-K2",0,660,2.84,59.4493719,0,0,0,0,0,0,0,0,3.047619048,1,17.14285714,5,52,15,58,50
"1786",2018-07-21,5,502,"T2","Pioneer P20T79R2",3,660,3.42,56.5946225,0,0,0,0,1.045296167,0.5,0.696864111,0.85,13.58885017,10,15.67944251,10,65,35,70,85
"1787",2018-07-21,5,503,"T5","Pioneer P20T79R2",0,660,3.41,60.31754201,0,0,0,0,0.414078675,0.5,1,1,4.140786749,2,14.9068323,5,70,45,72,78
"1788",2018-07-21,5,504,"T8","Syngenta NK Soybean S24-K2",4,660,2.57,56.74999728,1.020408163,0.5,2.040816327,2,3.401360544,3,4.421768707,4,20.06802721,20,45,35,73,70,85,75
"1789",2018-07-21,5,505,"T7","Syngenta NK Soybean S24-K2",3,660,3.275,57.36020092,0,0,0,0,0.484261501,0.5,0.484261501,0.85,10.16949153,3,35.35108959,10,67,55,80,75
"1790",2018-07-21,5,506,"T9","Syngenta NK Soybean S24-K2",5,660,2.935,49.5360572,0,0,0,0,0.348432056,0.5,1.393728223,1,15.67944251,20,60,40,65,55,75,60
"1791",2018-07-21,5,507,"T6","Syngenta NK Soybean S24-K2",2,660,2.91,57.22445013,0,0,0.386100386,1,0.386100386,1,1.158301158,2,5.791505792,5,22.00772201,12,63,50,70,60
"1792",2018-07-21,5,508,"T4","Pioneer P20T79R2",5,660,3.63,53.10234372,0,0,0,0,0,0,0.732600733,0.85,7.692307692,2,25.64102564,10,66,50,75,60
"1793",2018-07-21,5,509,"T3","Pioneer P20T79R2",4,660,4.225,51.42988006,0,0,0,0,0,0,0.742115028,0.85,16.32653061,25,45,45,70,65,80,75
"1794",2018-07-21,5,510,"T1","Pioneer P20T79R2",2,660,3.65,55.43358146,0,0,0,0,0,0,0.793650794,0.85,7.936507937,3,28.57142857,10,55,45,65,50
"1795",2018-07-21,6,601,"T3","Pioneer P20T79R2",4,660,3.605,52.55989655,0.361663653,0.5,0.361663653,1,0.723327306,0.5,1.446654611,1,16.63652803,15,45,30,80,50,90,88
"1796",2018-07-21,6,602,"T6","Syngenta NK Soybean S24-K2",2,660,2.85,58.58402759,0,0,0,0,0,0,0,0,7.956600362,5,34.35804702,12,65,25,75,40
"1797",2018-07-21,6,603,"T1","Pioneer P20T79R2",2,660,3.29,53.21130333,0,0,0,0,0.446428571,0.5,0.446428571,1,13.39285714,10,40,35,66,45,75,65
"1798",2018-07-21,6,604,"T5","Pioneer P20T79R2",0,660,3.495,61.82866345,0,0,0,0,0.907029478,0.5,2.267573696,1,5.442176871,3,16.32653061,8,55,40,60,45
"1799",2018-07-21,6,605,"T8","Syngenta NK Soybean S24-K2",4,660,3.375,60.33295467,0,0,0.402414487,1,0.402414487,2,0.402414487,3,8.853118712,5,20,10,74,65,80,75
"1800",2018-07-21,6,606,"T7","Syngenta NK Soybean S24-K2",3,660,3.025,53.389072,0,0,0,0,0,0,0,0,16.09657948,8,45,20,65,45,75,50
"1801",2018-07-21,6,607,"T4","Pioneer P20T79R2",5,660,3.825,56.96122327,0,0,0,0,0,0,0,0,3.322259136,3,14.6179402,5,62,40,65,45
"1802",2018-07-21,6,608,"T9","Syngenta NK Soybean S24-K2",5,660,2.73,55.75604277,0,0,0.391389432,0,1.174168297,0.5,1.56555773,2,9.784735812,13,35.22504892,25,75,50,90,90
"1803",2018-07-21,6,609,"T2","Pioneer P20T79R2",3,660,3.62,54.74630413,0,0,0,0,0,0,0,0,4.247104247,3,16.21621622,8,53,40,65,50
"1804",2018-07-21,6,610,"T10","Syngenta NK Soybean S24-K2",0,660,2.895,51.9481196,0,0,0,0,0.414078675,0,0.414078675,0,17.80538302,7,60,20,80,50,85,60
"1805",2018-07-29,1,101,"T8","Syngenta NK Soybean S24-K2",4,660,1.9,53.80610166,0,0,0,0,0.414078675,0.5,0.414078675,0.85,21.5320911,8,42,30,77,60,88,85
"1806",2018-07-29,1,102,"T6","Syngenta NK Soybean S24-K2",2,660,1.965,55.94978067,0,0,0,0,0,0,0.865800866,0,19.48051948,8,25,15,75,60,85,70
"1807",2018-07-29,1,103,"T4","Pioneer P20T79R2",5,660,2.185,47.09847393,0,0,0,0,0.892857143,0.5,1.339285714,1,23.21428571,20,50,40,80,70,90,80
"1808",2018-07-29,1,104,"T7","Syngenta NK Soybean S24-K2",3,660,1.97,45.88508259,0,0,0,0,0,0,0.907029478,0.85,18.14058957,30,45,50,73,70,85,80
"1809",2018-07-29,1,105,"T9","Syngenta NK Soybean S24-K2",5,660,2.13,53.18555167,0,0,0,0,0,0,0,0,16.38095238,10,25,20,63,40,70,50
"1810",2018-07-29,1,106,"T2","Pioneer P20T79R2",3,660,2.185,45.56499408,0.865800866,0.5,3.03030303,2,6.493506494,5,8.225108225,8,40,45,65,70,92,85,98,95
"1811",2018-07-29,1,107,"T5","Pioneer P20T79R2",0,660,2.46,48.80316199,0,0,0,0,0.344234079,0.5,0.688468158,0.85,20.65404475,25,40,45,82,65,90,80
"1812",2018-07-29,1,108,"T3","Pioneer P20T79R2",4,660,2.315,55.72771708,0,0,0.366300366,1,1.098901099,1,2.197802198,2,17.21611722,15,45,25,78,35,90,70
"1813",2018-07-29,1,109,"T10","Syngenta NK Soybean S24-K2",0,660,2.18,57.32389568,0,0,0.772200772,0,0.772200772,0.5,0.386100386,0.85,8.494208494,2,30,10,75,30,80,65
"1814",2018-07-29,1,110,"T1","Pioneer P20T79R2",2,660,2.43,56.41190616,0,0,0,0,0,0,0,0,14.06593407,5,40,15,60,40,70,50
"1815",2018-07-29,2,201,"T9","Syngenta NK Soybean S24-K2",5,660,1.75,53.48158457,0,0,0,0,0.386100386,0,0.386100386,0.85,11.1969112,2,27.41312741,7,70,45,75,85
"1816",2018-07-29,2,202,"T2","Pioneer P20T79R2",3,660,1.885,55.26662769,0,0,0,0,0.361663653,0.5,0.361663653,0.85,8.679927667,5,20.97649186,10,65,65,75,75
"1817",2018-07-29,2,203,"T1","Pioneer P20T79R2",2,660,2.07,52.50317557,0.772200772,0.5,1.544401544,2,2.316602317,1,4.247104247,3,17.37451737,20,50,40,90,55,96,96
"1818",2018-07-29,2,204,"T5","Pioneer P20T79R2",0,660,2.11,51.33591062,0,0,0,0,0,0,0,0,13.85281385,12,38,25,63,50,70,65
"1819",2018-07-29,2,205,"T8","Syngenta NK Soybean S24-K2",4,660,2.06,47.52276788,0,0,0,0,1.207243461,0,2.012072435,1,24.14486922,12,45,35,80,60,92,88
"1820",2018-07-29,2,206,"T6","Syngenta NK Soybean S24-K2",2,660,2.06,50.70979105,0.408163265,0.5,1.224489796,1,3.673469388,0.5,4.081632653,2,17.55102041,5,30,12,90,80,97,99
"1821",2018-07-29,2,207,"T7","Syngenta NK Soybean S24-K2",3,660,2.15,56.22523189,0,0,0,0,0.361663653,0.5,0.723327306,1,11.21157324,8,22.42314647,13,60,48,65,55
"1822",2018-07-29,2,208,"T4","Pioneer P20T79R2",5,660,2.485,48.16864132,0,0,0,0,0.816326531,0.5,0.816326531,1,21.2244898,20,40,40,75,50,80,75
"1823",2018-07-29,2,209,"T3","Pioneer P20T79R2",4,660,2.57,56.65423805,0,0,0.751879699,0,0.37593985,0.5,1,1,10.90225564,2,33.83458647,10,67,25,80,52
"1824",2018-07-29,2,210,"T10","Syngenta NK Soybean S24-K2",0,660,2.215,53.45098394,0,0,0,0,0,0,0,0,27.56892231,18,45,35,68,50,80,70
"1825",2018-07-29,3,301,"T5","Pioneer P20T79R2",0,660,1.96,55.04236832,0,0,0,0,0,0,0.460829493,0,12.90322581,6,25,10,62,25,70,40
"1826",2018-07-29,3,302,"T6","Syngenta NK Soybean S24-K2",2,660,1.955,52.49310207,0,0,0.680272109,0,0.680272109,0.5,1.020408163,1,10.20408163,6,27.21088435,12,70,45,88,80
"1827",2018-07-29,3,303,"T3","Pioneer P20T79R2",4,660,2.22,55.8859003,0,0,0,0,0,0,0,0,8.225108225,2,29.004329,8,60,47,70,55
"1828",2018-07-29,3,304,"T8","Syngenta NK Soybean S24-K2",4,660,2.04,57.29941882,0,0,0,0,0.43956044,0.5,0.879120879,1,15.82417582,5,20,13,80,65,85,70
"1829",2018-07-29,3,305,"T9","Syngenta NK Soybean S24-K2",5,660,2.13,51.67876001,0,0,0,2,0,4,0,0,16.26984127,8,36.9047619,20,70,55,80,72
"1830",2018-07-29,3,306,"T4","Pioneer P20T79R2",5,660,2.195,48.56957224,0,0,0.879120879,0,2.637362637,1,2.637362637,2,16.26373626,8,39.56043956,15,64,50,75,80
"1831",2018-07-29,3,307,"T1","Pioneer P20T79R2",2,660,2.34,47.63853782,0,0,0.396825397,0,1.587301587,0.5,2.380952381,1,17.85714286,20,47,40,72,70,80,85
"1832",2018-07-29,3,308,"T10","Syngenta NK Soybean S24-K2",0,660,2.16,59.89791831,0,0,0,0,0,0,0,0,4.69667319,2,13.69863014,5,65,50,70,70
"1833",2018-07-29,3,309,"T7","Syngenta NK Soybean S24-K2",3,660,2.235,53.08278068,0,0,0.804828974,0,1.609657948,0.5,2.816901408,2,14.08450704,8,25,15,90,60,93,93
"1834",2018-07-29,3,310,"T2","Pioneer P20T79R2",3,660,2.61,55.40802073,0,0,0.357142857,1,1.428571429,0.5,1.428571429,1,13.57142857,3,28.57142857,8,75,50,93,90
"1835",2018-07-29,4,401,"T3","Pioneer P20T79R2",4,660,1.985,49.93386705,0,0,0.761904762,0,1.142857143,0.5,1.142857143,1,15.61904762,20,38,45,75,60,85,82
"1836",2018-07-29,4,402,"T6","Syngenta NK Soybean S24-K2",2,660,2.075,51.32463795,0,0,0,0,0.37593985,0,0.37593985,0.85,4.135338346,1,10.52631579,3,65,20,70,73
"1837",2018-07-29,4,403,"T5","Pioneer P20T79R2",0,660,2.16,50.66838259,0,0,0.332225914,0,1.328903654,0.5,1.328903654,1,11.96013289,3,50,20,78,40,88,84
"1838",2018-07-29,4,404,"T2","Pioneer P20T79R2",3,660,2.16,52.8966318,0,0,0,0,0.391389432,0.5,0.391389432,0.85,7.436399217,5,29.35420744,10,69,50,80,80
"1839",2018-07-29,4,405,"T1","Pioneer P20T79R2",2,660,2.335,47.61728798,0,0,0.723327306,0,2.169981917,0.5,2.169981917,2,17.35985533,4,32.54972875,12,80,60,90,90
"1840",2018-07-29,4,406,"T4","Pioneer P20T79R2",5,660,2.395,53.90836061,0.782778865,0.5,1.956947162,2,2.739726027,3,4.305283757,5,16.8297456,12,60,30,90,50,95,80
"1841",2018-07-29,4,407,"T10","Syngenta NK Soybean S24-K2",0,660,2.13,60.52445368,0,0,0,0,1.113172542,0.5,0.742115028,0.85,3.710575139,1,12.61595547,3,45,10,60,50
"1842",2018-07-29,4,408,"T8","Syngenta NK Soybean S24-K2",4,660,2.14,54.07048582,0,0,0,0,2.232142857,1,2.232142857,2,4.017857143,3,15.17857143,5,60,40,75,60
"1843",2018-07-29,4,409,"T7","Syngenta NK Soybean S24-K2",3,660,2.235,56.8736023,0,0,0,0,0,0,0.852878465,0.85,7.249466951,2,16.20469083,5,70,55,77,60
"1844",2018-07-29,4,410,"T9","Syngenta NK Soybean S24-K2",5,660,2.35,62.98985431,0,0,0,0,0.892857143,0.5,0.446428571,0.85,8.482142857,5,36.60714286,10,70,60,80,70
"1845",2018-07-29,5,501,"T10","Syngenta NK Soybean S24-K2",0,660,2.06,59.4493719,0,0,0,0,0,0,0,0,3.047619048,1,17.14285714,5,52,15,58,50
"1846",2018-07-29,5,502,"T2","Pioneer P20T79R2",3,660,2.33,56.5946225,0,0,0,0,1.045296167,0.5,0.696864111,0.85,13.58885017,10,15.67944251,10,65,35,70,85
"1847",2018-07-29,5,503,"T5","Pioneer P20T79R2",0,660,2.2,60.31754201,0,0,0,0,0.414078675,0.5,1,1,4.140786749,2,14.9068323,5,70,45,72,78
"1848",2018-07-29,5,504,"T8","Syngenta NK Soybean S24-K2",4,660,1.945,56.74999728,1.020408163,0.5,2.040816327,2,3.401360544,3,4.421768707,4,20.06802721,20,45,35,73,70,85,75
"1849",2018-07-29,5,505,"T7","Syngenta NK Soybean S24-K2",3,660,2.305,57.36020092,0,0,0,0,0.484261501,0.5,0.484261501,0.85,10.16949153,3,35.35108959,10,67,55,80,75
"1850",2018-07-29,5,506,"T9","Syngenta NK Soybean S24-K2",5,660,2.18,49.5360572,0,0,0,0,0.348432056,0.5,1.393728223,1,15.67944251,20,60,40,65,55,75,60
"1851",2018-07-29,5,507,"T6","Syngenta NK Soybean S24-K2",2,660,2.075,57.22445013,0,0,0.386100386,1,0.386100386,1,1.158301158,2,5.791505792,5,22.00772201,12,63,50,70,60
"1852",2018-07-29,5,508,"T4","Pioneer P20T79R2",5,660,2.5,53.10234372,0,0,0,0,0,0,0.732600733,0.85,7.692307692,2,25.64102564,10,66,50,75,60
"1853",2018-07-29,5,509,"T3","Pioneer P20T79R2",4,660,2.695,51.42988006,0,0,0,0,0,0,0.742115028,0.85,16.32653061,25,45,45,70,65,80,75
"1854",2018-07-29,5,510,"T1","Pioneer P20T79R2",2,660,2.66,55.43358146,0,0,0,0,0,0,0.793650794,0.85,7.936507937,3,28.57142857,10,55,45,65,50
"1855",2018-07-29,6,601,"T3","Pioneer P20T79R2",4,660,2.37,52.55989655,0.361663653,0.5,0.361663653,1,0.723327306,0.5,1.446654611,1,16.63652803,15,45,30,80,50,90,88
"1856",2018-07-29,6,602,"T6","Syngenta NK Soybean S24-K2",2,660,1.94,58.58402759,0,0,0,0,0,0,0,0,7.956600362,5,34.35804702,12,65,25,75,40
"1857",2018-07-29,6,603,"T1","Pioneer P20T79R2",2,660,2.25,53.21130333,0,0,0,0,0.446428571,0.5,0.446428571,1,13.39285714,10,40,35,66,45,75,65
"1858",2018-07-29,6,604,"T5","Pioneer P20T79R2",0,660,2.355,61.82866345,0,0,0,0,0.907029478,0.5,2.267573696,1,5.442176871,3,16.32653061,8,55,40,60,45
"1859",2018-07-29,6,605,"T8","Syngenta NK Soybean S24-K2",4,660,2.33,60.33295467,0,0,0.402414487,1,0.402414487,2,0.402414487,3,8.853118712,5,20,10,74,65,80,75
"1860",2018-07-29,6,606,"T7","Syngenta NK Soybean S24-K2",3,660,2.205,53.389072,0,0,0,0,0,0,0,0,16.09657948,8,45,20,65,45,75,50
"1861",2018-07-29,6,607,"T4","Pioneer P20T79R2",5,660,2.545,56.96122327,0,0,0,0,0,0,0,0,3.322259136,3,14.6179402,5,62,40,65,45
"1862",2018-07-29,6,608,"T9","Syngenta NK Soybean S24-K2",5,660,2.29,55.75604277,0,0,0.391389432,0,1.174168297,0.5,1.56555773,2,9.784735812,13,35.22504892,25,75,50,90,90
"1863",2018-07-29,6,609,"T2","Pioneer P20T79R2",3,660,2.435,54.74630413,0,0,0,0,0,0,0,0,4.247104247,3,16.21621622,8,53,40,65,50
"1864",2018-07-29,6,610,"T10","Syngenta NK Soybean S24-K2",0,660,2.295,51.9481196,0,0,0,0,0.414078675,0,0.414078675,0,17.80538302,7,60,20,80,50,85,60
"1865",2018-08-03,1,101,"T8","Syngenta NK Soybean S24-K2",4,660,1.91,53.80610166,0,0,0,0,0.414078675,0.5,0.414078675,0.85,21.5320911,8,42,30,77,60,88,85
"1866",2018-08-03,1,102,"T6","Syngenta NK Soybean S24-K2",2,660,1.865,55.94978067,0,0,0,0,0,0,0.865800866,0,19.48051948,8,25,15,75,60,85,70
"1867",2018-08-03,1,103,"T4","Pioneer P20T79R2",5,660,1.85,47.09847393,0,0,0,0,0.892857143,0.5,1.339285714,1,23.21428571,20,50,40,80,70,90,80
"1868",2018-08-03,1,104,"T7","Syngenta NK Soybean S24-K2",3,660,1.775,45.88508259,0,0,0,0,0,0,0.907029478,0.85,18.14058957,30,45,50,73,70,85,80
"1869",2018-08-03,1,105,"T9","Syngenta NK Soybean S24-K2",5,660,1.815,53.18555167,0,0,0,0,0,0,0,0,16.38095238,10,25,20,63,40,70,50
"1870",2018-08-03,1,106,"T2","Pioneer P20T79R2",3,660,1.97,45.56499408,0.865800866,0.5,3.03030303,2,6.493506494,5,8.225108225,8,40,45,65,70,92,85,98,95
"1871",2018-08-03,1,107,"T5","Pioneer P20T79R2",0,660,1.93,48.80316199,0,0,0,0,0.344234079,0.5,0.688468158,0.85,20.65404475,25,40,45,82,65,90,80
"1872",2018-08-03,1,108,"T3","Pioneer P20T79R2",4,660,2.055,55.72771708,0,0,0.366300366,1,1.098901099,1,2.197802198,2,17.21611722,15,45,25,78,35,90,70
"1873",2018-08-03,1,109,"T10","Syngenta NK Soybean S24-K2",0,660,1.88,57.32389568,0,0,0.772200772,0,0.772200772,0.5,0.386100386,0.85,8.494208494,2,30,10,75,30,80,65
"1874",2018-08-03,1,110,"T1","Pioneer P20T79R2",2,660,2.06,56.41190616,0,0,0,0,0,0,0,0,14.06593407,5,40,15,60,40,70,50
"1875",2018-08-03,2,201,"T9","Syngenta NK Soybean S24-K2",5,660,1.755,53.48158457,0,0,0,0,0.386100386,0,0.386100386,0.85,11.1969112,2,27.41312741,7,70,45,75,85
"1876",2018-08-03,2,202,"T2","Pioneer P20T79R2",3,660,1.93,55.26662769,0,0,0,0,0.361663653,0.5,0.361663653,0.85,8.679927667,5,20.97649186,10,65,65,75,75
"1877",2018-08-03,2,203,"T1","Pioneer P20T79R2",2,660,1.91,52.50317557,0.772200772,0.5,1.544401544,2,2.316602317,1,4.247104247,3,17.37451737,20,50,40,90,55,96,96
"1878",2018-08-03,2,204,"T5","Pioneer P20T79R2",0,660,1.985,51.33591062,0,0,0,0,0,0,0,0,13.85281385,12,38,25,63,50,70,65
"1879",2018-08-03,2,205,"T8","Syngenta NK Soybean S24-K2",4,660,1.845,47.52276788,0,0,0,0,1.207243461,0,2.012072435,1,24.14486922,12,45,35,80,60,92,88
"1880",2018-08-03,2,206,"T6","Syngenta NK Soybean S24-K2",2,660,1.83,50.70979105,0.408163265,0.5,1.224489796,1,3.673469388,0.5,4.081632653,2,17.55102041,5,30,12,90,80,97,99
"1881",2018-08-03,2,207,"T7","Syngenta NK Soybean S24-K2",3,660,1.77,56.22523189,0,0,0,0,0.361663653,0.5,0.723327306,1,11.21157324,8,22.42314647,13,60,48,65,55
"1882",2018-08-03,2,208,"T4","Pioneer P20T79R2",5,660,2.04,48.16864132,0,0,0,0,0.816326531,0.5,0.816326531,1,21.2244898,20,40,40,75,50,80,75
"1883",2018-08-03,2,209,"T3","Pioneer P20T79R2",4,660,2.05,56.65423805,0,0,0.751879699,0,0.37593985,0.5,1,1,10.90225564,2,33.83458647,10,67,25,80,52
"1884",2018-08-03,2,210,"T10","Syngenta NK Soybean S24-K2",0,660,1.855,53.45098394,0,0,0,0,0,0,0,0,27.56892231,18,45,35,68,50,80,70
"1885",2018-08-03,3,301,"T5","Pioneer P20T79R2",0,660,1.925,55.04236832,0,0,0,0,0,0,0.460829493,0,12.90322581,6,25,10,62,25,70,40
"1886",2018-08-03,3,302,"T6","Syngenta NK Soybean S24-K2",2,660,1.905,52.49310207,0,0,0.680272109,0,0.680272109,0.5,1.020408163,1,10.20408163,6,27.21088435,12,70,45,88,80
"1887",2018-08-03,3,303,"T3","Pioneer P20T79R2",4,660,2.015,55.8859003,0,0,0,0,0,0,0,0,8.225108225,2,29.004329,8,60,47,70,55
"1888",2018-08-03,3,304,"T8","Syngenta NK Soybean S24-K2",4,660,1.8,57.29941882,0,0,0,0,0.43956044,0.5,0.879120879,1,15.82417582,5,20,13,80,65,85,70
"1889",2018-08-03,3,305,"T9","Syngenta NK Soybean S24-K2",5,660,1.835,51.67876001,0,0,0,2,0,4,0,0,16.26984127,8,36.9047619,20,70,55,80,72
"1890",2018-08-03,3,306,"T4","Pioneer P20T79R2",5,660,1.975,48.56957224,0,0,0.879120879,0,2.637362637,1,2.637362637,2,16.26373626,8,39.56043956,15,64,50,75,80
"1891",2018-08-03,3,307,"T1","Pioneer P20T79R2",2,660,2.015,47.63853782,0,0,0.396825397,0,1.587301587,0.5,2.380952381,1,17.85714286,20,47,40,72,70,80,85
"1892",2018-08-03,3,308,"T10","Syngenta NK Soybean S24-K2",0,660,1.84,59.89791831,0,0,0,0,0,0,0,0,4.69667319,2,13.69863014,5,65,50,70,70
"1893",2018-08-03,3,309,"T7","Syngenta NK Soybean S24-K2",3,660,1.785,53.08278068,0,0,0.804828974,0,1.609657948,0.5,2.816901408,2,14.08450704,8,25,15,90,60,93,93
"1894",2018-08-03,3,310,"T2","Pioneer P20T79R2",3,660,2.065,55.40802073,0,0,0.357142857,1,1.428571429,0.5,1.428571429,1,13.57142857,3,28.57142857,8,75,50,93,90
"1895",2018-08-03,4,401,"T3","Pioneer P20T79R2",4,660,2.045,49.93386705,0,0,0.761904762,0,1.142857143,0.5,1.142857143,1,15.61904762,20,38,45,75,60,85,82
"1896",2018-08-03,4,402,"T6","Syngenta NK Soybean S24-K2",2,660,1.805,51.32463795,0,0,0,0,0.37593985,0,0.37593985,0.85,4.135338346,1,10.52631579,3,65,20,70,73
"1897",2018-08-03,4,403,"T5","Pioneer P20T79R2",0,660,1.98,50.66838259,0,0,0.332225914,0,1.328903654,0.5,1.328903654,1,11.96013289,3,50,20,78,40,88,84
"1898",2018-08-03,4,404,"T2","Pioneer P20T79R2",3,660,1.955,52.8966318,0,0,0,0,0.391389432,0.5,0.391389432,0.85,7.436399217,5,29.35420744,10,69,50,80,80
"1899",2018-08-03,4,405,"T1","Pioneer P20T79R2",2,660,2.06,47.61728798,0,0,0.723327306,0,2.169981917,0.5,2.169981917,2,17.35985533,4,32.54972875,12,80,60,90,90
"1900",2018-08-03,4,406,"T4","Pioneer P20T79R2",5,660,2.055,53.90836061,0.782778865,0.5,1.956947162,2,2.739726027,3,4.305283757,5,16.8297456,12,60,30,90,50,95,80
"1901",2018-08-03,4,407,"T10","Syngenta NK Soybean S24-K2",0,660,1.785,60.52445368,0,0,0,0,1.113172542,0.5,0.742115028,0.85,3.710575139,1,12.61595547,3,45,10,60,50
"1902",2018-08-03,4,408,"T8","Syngenta NK Soybean S24-K2",4,660,1.815,54.07048582,0,0,0,0,2.232142857,1,2.232142857,2,4.017857143,3,15.17857143,5,60,40,75,60
"1903",2018-08-03,4,409,"T7","Syngenta NK Soybean S24-K2",3,660,1.835,56.8736023,0,0,0,0,0,0,0.852878465,0.85,7.249466951,2,16.20469083,5,70,55,77,60
"1904",2018-08-03,4,410,"T9","Syngenta NK Soybean S24-K2",5,660,1.87,62.98985431,0,0,0,0,0.892857143,0.5,0.446428571,0.85,8.482142857,5,36.60714286,10,70,60,80,70
"1905",2018-08-03,5,501,"T10","Syngenta NK Soybean S24-K2",0,660,1.83,59.4493719,0,0,0,0,0,0,0,0,3.047619048,1,17.14285714,5,52,15,58,50
"1906",2018-08-03,5,502,"T2","Pioneer P20T79R2",3,660,1.945,56.5946225,0,0,0,0,1.045296167,0.5,0.696864111,0.85,13.58885017,10,15.67944251,10,65,35,70,85
"1907",2018-08-03,5,503,"T5","Pioneer P20T79R2",0,660,1.99,60.31754201,0,0,0,0,0.414078675,0.5,1,1,4.140786749,2,14.9068323,5,70,45,72,78
"1908",2018-08-03,5,504,"T8","Syngenta NK Soybean S24-K2",4,660,1.73,56.74999728,1.020408163,0.5,2.040816327,2,3.401360544,3,4.421768707,4,20.06802721,20,45,35,73,70,85,75
"1909",2018-08-03,5,505,"T7","Syngenta NK Soybean S24-K2",3,660,1.895,57.36020092,0,0,0,0,0.484261501,0.5,0.484261501,0.85,10.16949153,3,35.35108959,10,67,55,80,75
"1910",2018-08-03,5,506,"T9","Syngenta NK Soybean S24-K2",5,660,1.72,49.5360572,0,0,0,0,0.348432056,0.5,1.393728223,1,15.67944251,20,60,40,65,55,75,60
"1911",2018-08-03,5,507,"T6","Syngenta NK Soybean S24-K2",2,660,2.09,57.22445013,0,0,0.386100386,1,0.386100386,1,1.158301158,2,5.791505792,5,22.00772201,12,63,50,70,60
"1912",2018-08-03,5,508,"T4","Pioneer P20T79R2",5,660,1.955,53.10234372,0,0,0,0,0,0,0.732600733,0.85,7.692307692,2,25.64102564,10,66,50,75,60
"1913",2018-08-03,5,508,"T6","Syngenta NK Soybean S24-K2",2,660,2,53.10234372,0,0,0,0,0,0,0.732600733,0.85,7.692307692,2,25.64102564,10,66,50,75,60
"1914",2018-08-03,5,509,"T3","Pioneer P20T79R2",4,660,2.12,51.42988006,0,0,0,0,0,0,0.742115028,0.85,16.32653061,25,45,45,70,65,80,75
"1915",2018-08-03,5,510,"T1","Pioneer P20T79R2",2,660,2.025,55.43358146,0,0,0,0,0,0,0.793650794,0.85,7.936507937,3,28.57142857,10,55,45,65,50
"1916",2018-08-03,6,601,"T3","Pioneer P20T79R2",4,660,2.01,52.55989655,0.361663653,0.5,0.361663653,1,0.723327306,0.5,1.446654611,1,16.63652803,15,45,30,80,50,90,88
"1917",2018-08-03,6,602,"T6","Syngenta NK Soybean S24-K2",2,660,1.755,58.58402759,0,0,0,0,0,0,0,0,7.956600362,5,34.35804702,12,65,25,75,40
"1918",2018-08-03,6,603,"T1","Pioneer P20T79R2",2,660,2.18,53.21130333,0,0,0,0,0.446428571,0.5,0.446428571,1,13.39285714,10,40,35,66,45,75,65
"1919",2018-08-03,6,604,"T5","Pioneer P20T79R2",0,660,2.035,61.82866345,0,0,0,0,0.907029478,0.5,2.267573696,1,5.442176871,3,16.32653061,8,55,40,60,45
"1920",2018-08-03,6,605,"T8","Syngenta NK Soybean S24-K2",4,660,1.88,60.33295467,0,0,0.402414487,1,0.402414487,2,0.402414487,3,8.853118712,5,20,10,74,65,80,75
"1921",2018-08-03,6,606,"T7","Syngenta NK Soybean S24-K2",3,660,1.715,53.389072,0,0,0,0,0,0,0,0,16.09657948,8,45,20,65,45,75,50
